"X","GAD1","GAD2","GAD3","GAD4","GAD5","GAD6","GAD7","GADE","SWL1","SWL2","SWL3","SWL4","SWL5","Game","Platform","Hours","whyplay","streams","SPIN1","SPIN2","SPIN3","SPIN4","SPIN5","SPIN6","SPIN7","SPIN8","SPIN9","SPIN10","SPIN11","SPIN12","SPIN13","SPIN14","SPIN15","SPIN16","SPIN17","Narcissism","Gender","Age","Work","Degree","Birthplace","Residence","Playstyle","GAD_T","SWL_T","SPIN_T","Anxiety"
125,0,0,1,1,0,0,0,"Somewhat difficult",5,6,6,4,2,"Other","PC",30,"Competition",8,0,1,3,0,1,2,0,2,3,0,4,0,0,0,1,0,0,2,"Female",20,"Student","High School","Colombia","Germany","Multiplayer",2,23,17,0
126,1,0,1,2,0,2,0,"Not difficult at all",2,3,4,2,6,"League of Legends","PC",17,"Competition",5,1,2,1,1,0,0,0,0,1,0,0,1,1,2,0,1,0,4,"Male",27,"Employed","High School","Estonia","Estonia","Multiplayer",6,17,11,0
127,0,0,0,1,1,1,0,"Not difficult at all",3,4,5,4,3,"League of Legends","PC",30,"Fun",1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,2,0,0,1,"Male",20,"Employed","High School","UK","UK","Multiplayer",3,19,6,0
128,0,0,1,1,0,2,0,"Somewhat difficult",3,6,5,5,3,"League of Legends","PC",7,"Fun",14,0,2,0,3,1,1,0,3,2,0,3,0,0,1,1,0,1,1,"Male",34,"Employed","Masters","Germany","Germany","Multiplayer",4,22,18,0
129,2,1,1,0,0,3,0,"Somewhat difficult",1,2,1,1,1,"Starcraft 2","PC",14,"Competition",10,2,2,3,4,4,3,1,2,4,2,4,4,0,4,4,2,1,2,"Male",19,"Unemployed","High School","Russia","Russia","Multiplayer",7,6,46,0
130,1,1,1,1,0,1,1,"Somewhat difficult",2,5,4,5,5,"League of Legends","PC",30,"Fun",5,1,1,1,2,1,3,2,0,2,1,3,3,1,2,2,1,2,2,"Male",21,"Student","Bachelors","Slovakia","Czech Republic","Singleplayer",6,21,28,0
132,1,1,0,1,2,0,0,"Not difficult at all",6,6,6,7,6,"League of Legends","PC",10,"Fun",1,1,1,1,3,1,1,2,2,3,1,2,1,1,2,3,1,1,1,"Female",20,"Student","High School","Lithuania","Lithuania","Multiplayer",5,31,27,0
133,2,1,1,1,0,1,1,"Somewhat difficult",5,4,5,3,5,"World of Warcraft","PC",45,"Competition",3,1,4,3,4,2,3,0,3,2,2,4,3,1,3,4,1,3,3,"Male",35,"Employed","None","UK","Ireland","Multiplayer",7,22,43,0
135,2,3,2,1,0,1,2,"Somewhat difficult",6,7,6,3,5,"League of Legends","PC",40,"Fun",15,2,1,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,2,"Female",18,"Student","High School","Norway","Norway","Multiplayer",11,27,7,1
136,0,0,1,0,0,0,0,"Not difficult at all",6,6,6,6,7,"League of Legends","PC",12,"Competition",5,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,4,"Male",25,"Employed","PhD","Germany","Germany","Multiplayer",1,31,5,0
137,1,1,1,0,2,1,1,"Somewhat difficult",4,4,5,3,5,"League of Legends","PC",16,"Fun",10,1,1,1,1,1,2,0,0,1,0,1,1,2,1,1,0,0,1,"Male",19,"Student","High School","Sri Lanka","Japan","Multiplayer",7,21,14,0
138,1,0,1,2,0,1,1,"Somewhat difficult",6,6,6,7,6,"Starcraft 2","PC",13,"Competition",20,2,0,2,2,2,2,2,2,1,1,0,0,0,0,2,0,1,3,"Male",23,"Student","Masters","Belgium","Belgium","Multiplayer",6,31,19,0
139,0,0,0,0,1,0,0,"Not difficult at all",2,5,3,2,1,"Counter Strike","PC",20,"Fun",5,1,0,3,1,0,1,0,1,1,1,2,0,0,1,1,0,0,1,"Male",19,"Student","None","Switzerland","Switzerland","Multiplayer",1,13,13,0
140,0,0,0,0,0,0,1,"Not difficult at all",5,6,6,6,4,"League of Legends","PC",16,"Fun",2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,"Male",18,"Student","High School","UK","UK","Multiplayer",1,27,2,0
141,3,3,3,3,1,3,2,"Extremely difficult",2,2,2,4,2,"Other","Smartphone",10,"Competition",0,0,3,2,3,1,2,1,1,3,3,1,0,2,2,2,1,3,1,"Male",36,"Employed","High School","Canada","Canada","Singleplayer",18,12,30,1
142,0,0,1,0,0,1,0,"Not difficult at all",5,5,5,4,3,"League of Legends","PC",12,"Competition",3,0,2,0,0,1,2,1,0,1,0,3,1,1,1,1,0,2,3,"Male",18,"Employed","High School","UK","UK","Multiplayer",2,22,16,0
143,1,2,2,1,2,2,0,"Somewhat difficult",2,2,3,4,5,"League of Legends","PC",21,"Fun",5,0,1,0,2,1,3,4,2,2,0,2,0,2,1,2,0,1,1,"Male",21,"Student","High School","Croatia","Croatia","Multiplayer",10,16,23,1
144,0,0,1,1,0,0,1,"Somewhat difficult",5,5,5,4,5,"League of Legends","PC",5,"Fun",10,1,2,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,"Male",23,"Employed","High School","Germany","Germany","Multiplayer",3,24,8,0
145,0,0,1,1,1,1,0,"Not difficult at all",5,4,5,3,3,"League of Legends","PC",40,"Competition",3,1,1,0,2,0,1,1,0,1,1,2,0,0,1,1,1,1,2,"Male",22,"Student","High School","Finland","Finland","Multiplayer",4,20,14,0
146,1,1,1,0,0,0,0,"Not difficult at all",2,6,5,1,1,"Starcraft 2","PC",10,"Competition",10,0,0,2,1,0,1,0,3,3,0,1,0,0,1,1,0,0,2,"Male",21,"Student","High School","Canada","Canada","Multiplayer",3,15,13,0
147,1,1,0,1,0,1,1,"Not difficult at all",5,5,6,5,4,"League of Legends","PC",11,"Competition",2,1,0,0,1,1,2,0,0,0,0,1,0,0,1,1,0,0,1,"Male",18,"Student","High School","Singapore","Singapore","Multiplayer",5,25,8,0
148,1,0,1,0,0,0,0,"Not difficult at all",3,5,2,3,1,"Other","PC",15,"Fun",5,2,0,3,3,3,3,2,2,2,3,3,2,1,2,0,2,2,3,"Male",25,"Employed","High School","UK","UK","Singleplayer",2,14,35,0
149,1,0,0,0,3,1,0,"Not difficult at all",2,6,5,6,6,"League of Legends","PC",30,"Competition",10,1,2,2,3,3,3,1,0,2,4,4,3,0,2,3,0,3,2,"Male",20,"Student","High School","Belgium","Belgium","Multiplayer",5,25,36,0
150,2,2,2,1,1,1,0,"Somewhat difficult",3,6,5,4,2,"League of Legends","PC",12,"Competition",5,0,1,0,3,2,3,2,4,4,3,4,1,0,3,0,0,2,3,"Male",19,"Student","High School","Argentina","Argentina","Multiplayer",9,20,32,0
151,2,0,0,1,1,0,0,"Not difficult at all",6,6,6,6,7,"Starcraft 2","PC",15,"Fun",20,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,3,"Male",18,"Student","High School","UK","UK","Multiplayer",4,31,4,0
152,0,0,0,0,1,0,1,"Not difficult at all",5,5,5,6,5,"League of Legends","PC",30,"Fun",5,0,1,0,2,0,1,0,1,1,0,3,0,0,1,2,0,0,1,"Male",24,"Employed","High School","Portugal","Portugal","Multiplayer",2,26,12,0
153,0,0,0,0,0,0,0,"Not difficult at all",5,5,5,4,5,"Starcraft 2","PC",20,"Competition",8,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,"Male",25,"Employed","Masters","Romania","Romania","Multiplayer",0,24,3,0
155,0,1,3,1,0,1,0,"Not difficult at all",1,4,1,1,1,"League of Legends","PC",21,"Competition",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"Male",18,"Student","High School","Germany","Germany","Multiplayer",6,8,0,0
156,1,0,0,1,0,1,0,"Not difficult at all",2,3,3,1,4,"League of Legends","PC",50,"Fun",10,0,1,0,3,2,3,2,0,1,2,4,2,0,1,1,0,0,2,"Male",21,"Student","Bachelors","Austria","Austria","Multiplayer",3,13,22,0
157,0,0,0,0,0,1,0,"Not difficult at all",2,5,6,2,3,"League of Legends","PC",20,"Fun",20,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2,"Male",23,"Student","High School","Netherlands","Netherlands","Multiplayer",1,18,3,0
158,1,1,1,1,2,0,0,"Somewhat difficult",5,6,5,4,3,"League of Legends","PC",25,"Competition",3,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,2,"Male",22,"Employed","Bachelors","Germany","Germany","Multiplayer",6,23,6,0
159,1,0,0,0,0,0,0,"Somewhat difficult",5,6,6,5,5,"League of Legends","PC",17,"Fun",0,1,2,0,2,1,0,0,1,2,0,1,0,0,0,0,0,0,1,"Male",19,"Student","High School","Germany","Argentina","Multiplayer",1,27,10,0
160,0,0,0,0,0,1,0,"Not difficult at all",7,5,7,5,7,"League of Legends","PC",50,"Fun",5,0,1,0,1,0,1,0,1,1,0,3,0,1,1,0,0,0,1,"Male",18,"Unemployed","None","Denmark","Denmark","Multiplayer",1,31,10,0
161,0,0,0,0,0,1,0,"Somewhat difficult",2,4,4,2,3,"Counter Strike","PC",80,"Competition",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,"Male",29,"Unemployed","None","USA","UK","Multiplayer",1,15,1,0
162,1,0,0,0,0,0,0,"Not difficult at all",3,6,3,5,7,"Other","PC",15,"Fun",2,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,"Male",39,"Employed","Bachelors","Sweden","Sweden","Multiplayer",1,24,9,0
163,1,2,1,0,0,0,0,"Not difficult at all",3,5,6,4,3,"League of Legends","PC",10,"Competition",20,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,"Male",25,"Student","Bachelors","Germany","Germany","Multiplayer",4,21,2,0
164,1,2,3,2,3,0,0,"Not difficult at all",4,2,5,2,1,"Starcraft 2","PC",10,"Competition",10,4,1,0,3,0,0,0,1,4,1,0,0,0,3,0,4,2,1,"Male",21,"Student","Masters","Netherlands","Denmark","Multiplayer",11,14,23,1
166,1,1,1,3,0,3,0,"Not difficult at all",3,3,5,7,4,"Starcraft 2","PC",40,"Competition",5,0,0,0,3,0,0,0,0,0,0,4,4,0,4,4,0,4,5,"Male",25,"Employed","High School","Bulgaria","UK","Multiplayer",9,22,23,0
167,0,0,0,0,0,0,0,"Not difficult at all",6,5,6,4,7,"League of Legends","PC",10,"Fun",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"Male",18,"Student","High School","Canada","Canada","Multiplayer",0,28,1,0
168,1,0,0,1,1,0,0,"Somewhat difficult",2,6,4,6,5,"Starcraft 2","PC",7,"Competition",4,1,1,1,2,0,1,1,1,1,0,0,0,0,0,1,0,0,3,"Male",19,"Student","High School","USA","USA","Multiplayer",3,23,10,0
169,3,1,2,1,0,0,0,"Very difficult",2,2,5,2,4,"League of Legends","PC",25,"Competition",4,2,0,3,3,3,4,3,3,3,3,3,3,0,3,3,2,0,2,"Male",20,"Student","High School","Norway","China","Multiplayer",7,15,41,0
171,1,1,1,0,0,0,1,"Somewhat difficult",6,6,6,6,6,"League of Legends","PC",20,"Fun",10,1,0,2,1,1,0,0,0,1,0,1,0,0,0,1,0,0,4,"Male",23,"Student","Bachelors","Italy","Germany","Multiplayer",4,30,8,0
173,0,0,0,1,0,2,0,"Not difficult at all",6,6,7,7,7,"League of Legends","PC",14,"Competition",6,0,1,0,1,0,0,2,1,0,0,0,1,0,1,0,0,1,3,"Male",29,"Employed","Bachelors","UK","UK","Multiplayer",3,33,8,0
174,0,1,0,0,0,0,0,"Not difficult at all",3,3,6,6,3,"Starcraft 2","PC",30,"Competition",40,0,1,2,3,0,2,1,2,2,1,1,0,1,1,1,0,0,2,"Male",22,"Student","High School","Germany","Netherlands","Multiplayer",1,21,18,0
175,0,0,0,0,0,1,0,"Somewhat difficult",4,5,6,5,5,"Starcraft 2","PC",15,"Competition",20,1,2,0,1,1,1,2,1,0,0,0,0,1,0,1,0,1,2,"Male",29,"Employed","Masters","France","France","Multiplayer",1,25,12,0
176,2,2,2,1,0,1,1,"Somewhat difficult",3,5,4,6,2,"League of Legends","PC",13,"Competition",10,0,0,0,1,1,2,0,0,3,1,4,1,0,3,4,0,2,3,"Male",18,"Student","None","Canada","Canada","Multiplayer",9,20,22,0
177,1,0,1,0,1,1,0,"Somewhat difficult",3,3,3,4,4,"League of Legends","PC",20,"Competition",30,1,1,3,2,1,2,2,4,2,1,2,1,0,1,1,0,2,2,"Male",18,"Student","None","USA","USA","Multiplayer",4,17,26,0
178,2,2,2,2,1,3,2,"Somewhat difficult",2,3,3,2,3,"League of Legends","PC",12,"Fun",16,0,0,1,1,0,0,0,1,1,0,3,0,0,0,1,0,0,2,"Male",25,"Unemployed","Bachelors","UK","UK","Multiplayer",14,13,8,1
179,1,0,0,1,0,1,0,"Somewhat difficult",2,2,5,3,5,"League of Legends","PC",35,"Fun",6,3,3,3,3,3,4,2,4,2,2,4,3,1,3,3,3,2,3,"Male",21,"Student","Bachelors","Portugal","Portugal","Multiplayer",3,17,48,0
181,0,0,1,0,0,0,0,"Not difficult at all",6,7,6,6,4,"League of Legends","PC",30,"Competition",10,1,1,0,2,1,1,3,3,2,0,1,1,0,1,2,0,0,3,"Male",21,"Student","Bachelors","Germany","Germany","Multiplayer",1,29,19,0
182,2,2,1,1,0,3,1,"Somewhat difficult",2,4,3,5,3,"Destiny","Console",14,"Fun",1,1,1,3,4,3,3,2,2,2,2,3,1,2,2,3,1,3,1,"Male",29,"Employed","PhD","UK","UK","Multiplayer",10,17,38,1
183,1,1,1,1,1,1,0,"Somewhat difficult",2,5,3,2,5,"League of Legends","PC",10,"Fun",12,1,1,3,3,3,3,1,2,2,3,3,1,1,2,2,2,1,1,"Female",20,"Student","High School","Denmark","Denmark","Multiplayer",6,17,34,0
184,0,0,1,0,0,1,0,"Not difficult at all",2,3,3,2,3,"League of Legends","PC",70,"Competition",6,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,"Male",19,"Student","High School","Croatia","Serbia","Singleplayer",2,13,4,0
185,3,3,3,1,1,0,0,"Somewhat difficult",2,2,3,2,3,"League of Legends","PC",40,"Competition",3,0,2,1,3,2,3,0,1,2,0,3,1,3,3,0,0,2,3,"Male",18,"Student","High School","Sweden","Sweden","Multiplayer",11,12,26,1
187,1,1,1,3,2,3,1,"Somewhat difficult",3,2,4,1,1,"League of Legends","PC",8,"Competition",4,3,2,1,2,1,1,4,2,4,1,0,0,2,2,1,4,2,1,"Male",21,"Student","Bachelors","Morocco","Morocco","Multiplayer",12,11,32,1
188,0,0,0,0,0,0,0,"Not difficult at all",2,2,3,3,2,"League of Legends","PC",8,"Competition",6,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,2,"Male",23,"Employed","Masters","USA","USA","Multiplayer",0,12,5,0
189,0,0,0,0,0,1,0,"Not difficult at all",2,5,1,1,6,"League of Legends","PC",30,"Fun",6,0,2,1,2,0,1,4,4,2,0,1,0,2,1,0,0,1,1,"Male",19,"Unemployed","High School","USA","USA","Multiplayer",1,15,21,0
190,1,1,1,1,1,1,1,"Somewhat difficult",2,3,2,2,3,"Starcraft 2","PC",0,"Competition",16,0,0,1,3,2,3,2,1,2,2,2,1,1,2,2,1,1,2,"Male",29,"Employed","High School","Australia","Australia","Multiplayer",7,12,26,0
191,0,0,0,0,0,0,0,"Not difficult at all",1,2,4,1,1,"League of Legends","PC",40,"Fun",3,0,1,2,4,3,2,3,4,0,0,0,0,0,0,0,0,0,3,"Male",21,"Unemployed","High School","USA","USA","Multiplayer",0,9,19,0
192,1,1,2,2,0,1,1,"Not difficult at all",2,2,6,4,3,"League of Legends","PC",21,"Fun",4,2,2,1,3,4,4,2,2,3,3,4,3,4,4,4,3,3,3,"Male",18,"Student","None","France","France","Multiplayer",8,17,51,0
194,1,1,3,0,1,2,0,"Somewhat difficult",4,7,6,1,7,"League of Legends","PC",50,"Competition",10,2,0,1,2,1,1,2,1,1,4,2,1,1,0,0,2,0,2,"Male",18,"Student","None","USA","USA","Multiplayer",8,25,21,0
195,1,0,0,0,1,1,1,"Somewhat difficult",5,5,6,4,2,"League of Legends","PC",20,"Competition",5,1,2,0,1,1,0,0,1,2,0,1,0,1,1,0,0,1,2,"Male",18,"Student","High School","Germany","Germany","Multiplayer",4,22,12,0
197,0,0,0,0,1,1,0,"Not difficult at all",3,5,5,6,6,"League of Legends","PC",12,"Competition",5,1,0,1,2,0,1,0,1,1,0,1,0,0,0,0,2,1,3,"Male",31,"Employed","High School","Netherlands","Netherlands","Multiplayer",2,25,11,0
199,1,1,1,2,0,1,2,"Somewhat difficult",4,5,4,5,3,"Other","PC",13,"Competition",0,2,1,4,3,1,2,1,2,4,3,4,1,0,3,1,2,1,2,"Male",25,"Employed","Bachelors","USA","USA","Multiplayer",8,21,35,0
200,3,2,3,3,2,3,3,"Very difficult",4,3,2,5,1,"League of Legends","PC",20,"Fun",20,0,3,1,0,2,1,3,2,1,0,3,4,0,3,3,0,2,4,"Male",19,"Student","Bachelors","Poland","Poland","Multiplayer",19,15,28,1
201,2,0,2,1,3,0,0,"Not difficult at all",3,4,4,5,2,"League of Legends","PC",8,"Competition",4,0,2,0,1,0,0,3,1,1,0,0,0,2,1,3,0,3,3,"Male",24,"Employed","Bachelors","Germany","Germany","Multiplayer",8,18,17,0
202,0,0,0,0,0,0,0,"Not difficult at all",6,6,6,4,2,"Starcraft 2","PC",8,"Competition",4,0,0,1,0,3,0,0,1,0,0,0,4,0,0,0,0,0,2,"Male",26,"Employed","Bachelors","USA","USA","Multiplayer",0,24,9,0
204,1,1,1,2,0,1,0,"Somewhat difficult",6,7,7,2,5,"Starcraft 2","PC",20,"Competition",15,1,1,1,1,0,2,1,4,4,1,3,0,0,1,3,0,0,1,"Male",18,"Unemployed","High School","UK","UK","Multiplayer",6,27,23,0
205,0,0,0,0,0,0,0,"Not difficult at all",3,6,3,2,3,"League of Legends","PC",30,"Competition",20,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,2,"Male",25,"Student","Bachelors","Australia","Australia","Multiplayer",0,17,7,0
206,1,0,1,1,0,3,1,"Somewhat difficult",4,6,2,2,4,"League of Legends","PC",10,"Competition",30,2,0,1,0,1,2,0,1,4,0,2,0,1,1,2,0,3,3,"Male",20,"Student","Masters","Spain","Spain","Multiplayer",7,18,20,0
207,0,0,0,0,0,0,0,"Not difficult at all",4,5,5,4,5,"Starcraft 2","PC",5,"Competition",2,1,1,2,2,0,4,1,4,3,1,4,0,0,1,1,0,2,1,"Male",19,"Student","High School","Saudi Arabia","Saudi Arabia","Multiplayer",0,23,27,0
208,1,1,1,1,0,0,1,"Somewhat difficult",3,6,5,5,3,"League of Legends","PC",15,"Competition",20,1,1,1,2,1,1,2,2,3,0,4,1,0,1,0,1,2,2,"Male",18,"Student","High School","USA","USA","Multiplayer",5,22,23,0
209,0,2,0,0,1,1,0,"Not difficult at all",6,5,6,5,6,"Other","Console",16,"Fun",1,1,1,1,0,0,0,0,1,1,0,3,0,0,0,0,0,0,1,"Male",27,"Employed","High School","USA","USA","Singleplayer",4,28,8,0
210,1,0,0,0,0,1,0,"Not difficult at all",3,6,3,5,3,"League of Legends","PC",30,"Competition",10,1,3,1,2,1,2,1,0,2,1,3,0,0,2,3,1,0,1,"Male",26,"Employed","High School","Germany","Germany","Multiplayer",2,20,23,0
211,1,1,1,1,0,0,0,"Somewhat difficult",5,6,5,4,3,"League of Legends","PC",5,"Fun",14,1,0,0,1,0,0,0,0,3,0,0,0,0,0,1,1,0,2,"Male",18,"Student","None","Germany","Germany","Multiplayer",4,23,7,0
212,1,0,0,0,0,1,0,"Not difficult at all",3,3,7,6,6,"League of Legends","PC",7,"Fun",7,0,1,0,0,2,1,1,1,0,1,0,1,0,0,0,0,0,2,"Male",23,"Employed","Bachelors","USA","USA","Multiplayer",2,25,8,0
213,1,2,1,0,0,1,1,"Not difficult at all",3,4,3,5,4,"League of Legends","PC",14,"Fun",10,2,2,1,1,3,3,1,0,2,1,3,2,1,2,3,1,3,1,"Male",19,"Student","High School","Slovakia","Slovakia","Multiplayer",6,19,31,0
215,0,0,0,0,1,1,0,"Not difficult at all",6,6,6,4,2,"League of Legends","PC",30,"Competition",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"Male",18,"Student","High School","USA","USA","Multiplayer",2,24,1,0
216,2,2,3,3,0,1,3,"Extremely difficult",1,2,1,2,4,"League of Legends","PC",20,"Competition",8,0,1,3,4,0,1,0,4,3,0,1,0,0,1,0,0,0,2,"Male",18,"Unemployed","High School","Czech Republic","Czech Republic","Multiplayer",14,10,18,1
217,1,2,2,1,0,0,1,"Somewhat difficult",4,4,4,5,2,"League of Legends","PC",15,"Fun",5,2,3,2,3,3,2,2,1,3,2,3,3,2,3,3,1,2,1,"Male",24,"Employed","High School","Denmark","Denmark","Multiplayer",7,19,40,0
218,0,0,0,0,0,1,0,"Not difficult at all",3,5,4,2,3,"League of Legends","PC",25,"Competition",5,1,2,1,2,3,4,1,0,2,4,3,2,0,2,3,1,0,3,"Male",20,"Employed","None","UK","UK","Multiplayer",1,17,31,0
219,3,3,3,3,3,3,3,"Somewhat difficult",7,7,7,7,7,"Starcraft 2","PC",10,"Competition",2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,3,"Male",30,"Employed","Masters","USA","USA","Multiplayer",21,35,5,1
220,0,0,3,1,0,2,1,"Somewhat difficult",3,6,1,3,3,"League of Legends","PC",2,"Competition",3,2,3,2,2,1,2,0,1,3,2,2,0,2,2,2,1,3,2,"Male",18,"Student","High School","Belgium","Belgium","Multiplayer",7,16,30,0
222,0,0,1,0,0,0,0,"Somewhat difficult",2,3,5,4,6,"League of Legends","PC",30,"Competition",10,2,0,0,3,0,1,0,1,4,2,4,0,0,1,2,1,0,1,"Male",20,"Student","High School","Austria","Austria","Multiplayer",1,20,21,0
223,0,0,1,0,0,0,0,"Somewhat difficult",5,5,5,5,4,"League of Legends","PC",20,"Fun",6,0,0,2,4,1,3,0,2,4,3,4,2,0,2,2,1,0,1,"Male",18,"Student","Bachelors","Bulgaria","Bulgaria","Multiplayer",1,24,30,0
224,0,0,1,1,0,2,0,"Not difficult at all",5,5,5,3,2,"League of Legends","PC",20,"Competition",15,0,0,0,1,1,2,0,0,3,0,4,1,0,1,2,0,3,3,"Male",29,"Employed","Bachelors","USA","USA","Multiplayer",4,20,18,0
225,0,1,1,0,1,1,0,"Somewhat difficult",4,2,3,1,4,"League of Legends","PC",30,"Competition",20,1,2,3,4,2,2,1,3,3,2,3,1,2,3,1,0,2,1,"Male",20,"Unemployed","High School","Austria","Austria","Singleplayer",4,14,35,0
226,1,0,1,1,3,2,0,"Somewhat difficult",6,6,3,2,2,"Other","PC",35,"Fun",15,0,0,0,4,1,0,1,1,4,3,4,2,1,3,0,0,0,3,"Male",23,"Employed","Masters","France","France","Multiplayer",8,19,24,0
227,1,1,1,1,0,0,0,"Not difficult at all",2,1,2,1,5,"Other","PC",24,"Competition",80,1,0,2,3,1,2,2,2,3,2,3,1,0,1,0,0,0,1,"Female",25,"Student","High School","USA","USA","Singleplayer",4,11,23,0
228,0,0,0,0,0,1,0,"Not difficult at all",6,7,7,7,7,"League of Legends","PC",20,"Competition",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Male",23,"Student","PhD","USA","USA","Multiplayer",1,34,0,0
229,0,0,1,0,0,0,0,"Not difficult at all",3,4,4,3,3,"League of Legends","PC",25,"Competition",10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,"Male",20,"Student","High School","Germany","Germany","Multiplayer",1,17,3,0
230,3,2,2,3,0,3,2,"Very difficult",1,1,1,1,1,"Diablo 3","PC",50,"Competition",0,0,0,4,4,2,4,3,4,4,4,4,2,3,3,3,4,2,3,"Female",21,"Unemployed","High School","UK","UK","Singleplayer",15,5,50,1
231,0,0,1,0,0,0,0,"Somewhat difficult",3,3,4,3,2,"League of Legends","PC",14,"Competition",12,1,1,1,2,1,0,2,2,2,1,3,1,1,2,0,1,1,2,"Male",18,"Student","None","Denmark","Denmark","Multiplayer",1,15,22,0
234,1,1,1,1,1,0,0,"Not difficult at all",6,7,6,4,3,"Starcraft 2","PC",12,"Fun",10,2,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,2,"Male",18,"Student","None","USA","USA","Multiplayer",5,26,9,0
235,2,1,1,1,1,2,1,"Somewhat difficult",5,5,5,5,3,"League of Legends","PC",20,"Fun",2,3,3,1,1,2,3,2,0,3,2,4,2,2,2,3,1,3,2,"Female",29,"Employed","Bachelors","Canada","Canada","Multiplayer",9,23,37,0
236,0,0,0,1,0,1,0,"Somewhat difficult",6,6,5,6,6,"League of Legends","PC",16,"Fun",1,1,1,0,0,2,1,0,0,0,0,3,1,0,0,1,0,2,1,"Male",24,"Employed","Masters","France","France","Multiplayer",2,29,12,0
237,0,0,1,0,1,0,1,"Not difficult at all",3,4,4,2,3,"League of Legends","PC",20,"Competition",20,0,0,3,2,0,0,0,2,1,1,3,0,0,3,0,0,0,1,"Male",20,"Student","Bachelors","Georgia","Germany","Multiplayer",3,16,15,0
238,1,1,1,0,0,3,0,"Somewhat difficult",6,7,7,7,7,"League of Legends","PC",16,"Competition",2,1,1,0,3,1,2,1,4,1,0,3,1,0,2,3,1,1,3,"Male",23,"Employed","Bachelors","USA","USA","Multiplayer",6,34,25,0
239,2,1,1,1,0,1,0,"Somewhat difficult",5,4,5,3,6,"Starcraft 2","PC",20,"Competition",20,3,2,1,2,0,2,1,1,1,1,1,0,0,0,1,2,0,1,"Male",25,"Student","Masters","Germany","Germany","Multiplayer",6,23,18,0
240,1,0,1,0,0,1,0,"Not difficult at all",3,3,5,4,3,"League of Legends","PC",28,"Competition",10,0,0,0,0,0,3,1,1,0,0,2,1,1,0,0,0,1,2,"Male",19,"Student","High School","Germany","Germany","Multiplayer",3,18,10,0
241,1,1,1,1,0,1,1,"Somewhat difficult",5,5,5,5,4,"League of Legends","PC",10,"Fun",6,2,2,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,"Male",30,"Employed","Masters","China","Canada","Multiplayer",6,24,8,0
242,0,0,0,1,0,1,0,"Not difficult at all",5,6,6,6,6,"League of Legends","PC",20,"Fun",6,1,0,0,1,1,0,0,0,0,2,0,0,0,0,2,0,0,2,"Male",20,"Student","High School","Belgium","Belgium","Multiplayer",2,29,7,0
243,2,1,1,3,0,1,1,"Somewhat difficult",2,5,2,1,5,"Starcraft 2","PC",15,"Fun",1,1,1,2,3,1,3,4,4,1,0,2,0,2,3,2,1,2,4,"Male",20,"Student","High School","Sweden","Sweden","Multiplayer",9,15,32,0
244,1,0,0,2,0,1,0,"Somewhat difficult",3,4,5,5,4,"League of Legends","PC",25,"Fun",8,1,3,1,2,2,2,1,1,4,0,3,1,2,3,3,1,2,1,"Male",18,"Unemployed","High School","Germany","Germany","Multiplayer",4,21,32,0
246,1,0,0,0,0,0,0,"Not difficult at all",3,5,6,6,3,"League of Legends","PC",27,"Fun",2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,3,"Male",22,"Student","High School","Germany","Germany","Multiplayer",1,23,5,0
247,1,0,1,0,0,0,0,"Somewhat difficult",5,5,5,4,5,"League of Legends","PC",15,"Fun",15,2,2,1,1,2,2,1,1,0,1,0,1,0,1,2,0,0,1,"Male",22,"Student","Masters","France","France","Multiplayer",2,24,17,0
249,0,0,0,0,0,0,0,"Somewhat difficult",2,3,3,1,5,"League of Legends","PC",4,"Competition",8,2,1,1,3,0,0,1,1,1,0,3,0,0,2,0,0,2,2,"Male",23,"Student","Bachelors","Portugal","Portugal","Multiplayer",0,14,17,0
